GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD01_VD03,HD01_VD04,HD01_VD05,HD01_VD06,HD01_VD07,HD01_VD08,HD01_VD09,HD01_VD10,HD01_VD11,HD01_VD12,HD01_VD13,HD01_VD14,HD01_VD15,HD01_VD16
Id,Id2,Geography,Estimate; Total:,Estimate; Total: - 12:00 a.m. to 4:59 a.m.,Estimate; Total: - 5:00 a.m. to 5:29 a.m.,Estimate; Total: - 5:30 a.m. to 5:59 a.m.,Estimate; Total: - 6:00 a.m. to 6:29 a.m.,Estimate; Total: - 6:30 a.m. to 6:59 a.m.,Estimate; Total: - 7:00 a.m. to 7:29 a.m.,Estimate; Total: - 7:30 a.m. to 7:59 a.m.,Estimate; Total: - 8:00 a.m. to 8:29 a.m.,Estimate; Total: - 8:30 a.m. to 8:59 a.m.,Estimate; Total: - 9:00 a.m. to 9:59 a.m.,Estimate; Total: - 10:00 a.m. to 10:59 a.m.,Estimate; Total: - 11:00 a.m. to 11:59 a.m.,Estimate; Total: - 12:00 p.m. to 3:59 p.m.,Estimate; Total: - 4:00 p.m. to 11:59 p.m.
8600000US07650,07650,ZCTA5 07650,10844,198,35,124,184,374,755,723,5649,639,677,522,156,514,294
8600000US07652,07652,ZCTA5 07652,11197,123,139,185,714,1170,1706,1145,1873,1087,974,636,377,599,469
8600000US07656,07656,ZCTA5 07656,3883,44,43,141,323,404,695,432,745,346,283,89,23,153,162
8600000US07657,07657,ZCTA5 07657,5470,269,96,132,235,279,771,635,1228,493,562,269,106,269,126
8600000US07660,07660,ZCTA5 07660,6599,183,151,346,440,410,972,616,1219,576,484,140,174,351,537
8600000US07661,07661,ZCTA5 07661,5727,39,107,183,281,360,833,896,1414,581,338,159,121,116,299
8600000US07662,07662,ZCTA5 07662,2945,79,29,105,118,354,515,325,468,364,220,61,36,78,193
8600000US07663,07663,ZCTA5 07663,7176,195,123,245,572,802,640,811,1339,513,662,245,232,316,481
8600000US07666,07666,ZCTA5 07666,18661,429,263,150,728,940,1877,1793,7353,1161,1056,735,263,1036,877
8600000US07670,07670,ZCTA5 07670,6034,117,80,81,422,418,859,759,1014,671,755,423,63,242,130
8600000US07675,07675,ZCTA5 07675,12459,167,180,546,703,1242,1858,2012,1976,1104,1416,226,56,513,460
8600000US07676,07676,ZCTA5 07676,4363,75,107,124,374,420,783,510,550,528,374,129,66,196,127
8600000US07677,07677,ZCTA5 07677,2557,21,27,52,129,237,419,499,408,122,266,128,39,131,79
8600000US07701,07701,ZCTA5 07701,11771,202,428,323,1027,1218,1438,1416,1788,1003,784,450,237,481,976
8600000US07702,07702,ZCTA5 07702,1717,32,87,8,190,124,153,216,330,237,147,80,8,47,58
8600000US07703,07703,ZCTA5 07703,24,0,0,0,0,0,12,0,0,0,0,0,0,0,12
8600000US07704,07704,ZCTA5 07704,2472,47,145,151,334,307,344,185,265,210,327,10,16,72,59
8600000US07711,07711,ZCTA5 07711,711,14,1,30,52,69,90,120,89,78,77,16,7,43,25
8600000US07712,07712,ZCTA5 07712,18377,485,549,642,1802,1385,2351,2123,2650,1280,1186,707,403,1477,1337
8600000US07716,07716,ZCTA5 07716,4067,96,80,292,304,388,599,416,657,225,310,180,58,243,219
8600000US07717,07717,ZCTA5 07717,818,21,34,29,47,77,84,100,150,70,115,17,0,38,36
8600000US07718,07718,ZCTA5 07718,3720,219,189,128,265,283,313,416,549,408,295,113,166,157,219
8600000US07719,07719,ZCTA5 07719,10337,297,287,421,583,975,1670,1224,1561,811,952,426,61,636,433
8600000US07720,07720,ZCTA5 07720,2014,0,34,41,117,264,262,220,230,145,185,68,59,220,169
8600000US07721,07721,ZCTA5 07721,1514,26,74,46,224,145,251,99,314,27,35,46,15,115,97
8600000US07722,07722,ZCTA5 07722,4145,6,115,124,266,415,653,507,653,425,374,158,41,207,201
8600000US07723,07723,ZCTA5 07723,245,4,3,2,7,19,29,34,22,52,36,12,6,2,17
8600000US07724,07724,ZCTA5 07724,10366,298,163,343,645,985,1430,1316,1533,1200,888,369,164,568,464
8600000US07726,07726,ZCTA5 07726,19589,594,1130,882,2000,1943,2570,1829,2784,1635,1636,637,302,802,845
8600000US07727,07727,ZCTA5 07727,3448,84,33,91,508,448,593,509,466,108,235,34,53,176,110
8600000US07728,07728,ZCTA5 07728,25535,690,697,751,2376,2591,3468,3222,3725,1737,2171,1057,296,1171,1583
8600000US07730,07730,ZCTA5 07730,8614,308,281,421,750,787,1355,854,1005,503,806,187,127,436,794
8600000US07731,07731,ZCTA5 07731,19465,706,740,922,1798,2213,2576,2278,2654,1222,932,430,238,1243,1513
8600000US07732,07732,ZCTA5 07732,2673,20,128,166,309,264,261,319,423,245,131,106,30,84,187
8600000US07733,07733,ZCTA5 07733,7135,68,199,234,724,766,864,771,1109,938,749,160,101,257,195
8600000US07734,07734,ZCTA5 07734,5884,413,367,362,318,475,919,472,617,185,664,217,120,363,392
8600000US07735,07735,ZCTA5 07735,9054,268,504,451,897,956,1420,733,1147,581,364,380,85,681,587
8600000US07737,07737,ZCTA5 07737,1887,82,15,32,206,128,240,357,268,73,100,55,0,216,115
8600000US07738,07738,ZCTA5 07738,2900,17,98,81,190,175,669,388,352,149,321,61,11,170,218
8600000US07739,07739,ZCTA5 07739,2320,153,50,118,173,204,338,346,442,127,281,0,37,37,14
8600000US07740,07740,ZCTA5 07740,14452,385,819,312,1161,1349,2058,1812,2102,916,1148,551,244,700,895
8600000US07746,07746,ZCTA5 07746,8331,197,154,372,685,759,1257,712,1347,788,952,433,92,240,343
8600000US07747,07747,ZCTA5 07747,15497,480,583,871,1822,1644,2277,1813,1904,873,1080,440,142,718,850
8600000US07748,07748,ZCTA5 07748,12642,573,483,568,1136,1243,1665,1495,1715,1004,1042,246,79,625,768
8600000US07750,07750,ZCTA5 07750,1306,44,7,76,56,165,155,171,225,145,92,74,0,50,46
8600000US07751,07751,ZCTA5 07751,9506,238,123,379,945,964,1273,1109,1311,652,853,463,88,332,776
8600000US07753,07753,ZCTA5 07753,17215,412,484,624,1445,1856,2182,2326,1705,1198,1389,507,252,1228,1607
8600000US07755,07755,ZCTA5 07755,2662,50,48,63,94,272,461,396,413,282,236,65,10,144,128
8600000US07756,07756,ZCTA5 07756,1507,14,10,59,122,214,201,194,112,174,136,49,55,64,103
8600000US07757,07757,ZCTA5 07757,2532,97,63,50,68,342,366,249,545,340,203,110,38,28,33
8600000US07758,07758,ZCTA5 07758,2133,96,62,138,247,177,226,265,252,139,115,18,27,204,167
8600000US07760,07760,ZCTA5 07760,3392,80,134,206,332,350,402,379,523,230,345,115,54,127,115
8600000US07762,07762,ZCTA5 07762,3865,45,80,104,484,331,440,591,598,285,290,136,28,202,251
8600000US07764,07764,ZCTA5 07764,3560,125,36,134,155,255,665,508,536,257,192,142,53,299,203
8600000US07801,07801,ZCTA5 07801,14143,609,458,383,1454,1594,2168,1569,1722,572,622,501,67,862,1562
8600000US07803,07803,ZCTA5 07803,1738,113,38,98,192,123,293,204,236,18,113,154,37,31,88
8600000US07820,07820,ZCTA5 07820,6,0,0,0,3,0,0,3,0,0,0,0,0,0,0
8600000US07821,07821,ZCTA5 07821,4706,225,216,279,411,420,640,478,582,412,307,99,51,318,268
8600000US07822,07822,ZCTA5 07822,240,0,17,8,51,24,31,52,0,0,8,0,15,18,16
8600000US07823,07823,ZCTA5 07823,3279,82,177,120,279,265,471,433,315,119,216,152,78,317,255
8600000US07825,07825,ZCTA5 07825,4102,135,209,363,535,420,571,499,493,143,236,121,64,194,119
8600000US07826,07826,ZCTA5 07826,2645,96,204,64,234,363,419,387,304,120,116,27,53,166,92
8600000US07827,07827,ZCTA5 07827,1877,164,44,130,101,135,367,139,169,107,91,36,26,235,133
8600000US07828,07828,ZCTA5 07828,7843,161,298,348,888,967,922,937,1025,570,313,190,197,542,485
8600000US07830,07830,ZCTA5 07830,2977,30,45,95,292,266,468,473,321,211,326,62,41,165,182
8600000US07832,07832,ZCTA5 07832,1900,113,231,178,125,131,425,145,133,112,72,62,0,89,84
8600000US07833,07833,ZCTA5 07833,61,0,0,17,0,0,0,22,0,0,0,0,0,0,22
8600000US07834,07834,ZCTA5 07834,8996,102,15,248,572,733,1536,1551,1441,717,880,233,54,514,400
8600000US07836,07836,ZCTA5 07836,5842,300,176,288,417,614,923,556,534,459,676,247,38,275,339
8600000US07838,07838,ZCTA5 07838,1819,67,92,93,243,157,366,205,235,91,77,31,23,89,50
8600000US07840,07840,ZCTA5 07840,14287,595,507,665,1525,1747,1517,1609,1724,1047,794,328,249,783,1197
8600000US07842,07842,ZCTA5 07842,71,0,20,0,0,0,7,9,0,0,0,0,19,0,16
8600000US07843,07843,ZCTA5 07843,6352,316,181,547,980,587,827,637,683,381,377,262,127,194,253
8600000US07846,07846,ZCTA5 07846,17,0,0,0,8,0,6,3,0,0,0,0,0,0,0
8600000US07847,07847,ZCTA5 07847,873,8,68,29,57,150,135,88,35,98,60,33,0,72,40
8600000US07848,07848,ZCTA5 07848,2050,99,150,91,144,179,267,240,248,132,153,72,16,138,121
8600000US07849,07849,ZCTA5 07849,4543,215,117,138,570,573,726,416,614,251,295,284,20,145,179
8600000US07850,07850,ZCTA5 07850,2929,175,119,108,319,326,445,301,246,218,338,54,17,153,110
8600000US07851,07851,ZCTA5 07851,23,0,3,0,7,0,2,2,4,0,5,0,0,0,0
8600000US07852,07852,ZCTA5 07852,1806,53,11,0,269,259,318,281,287,56,104,41,22,56,49
8600000US07853,07853,ZCTA5 07853,5872,164,172,120,487,766,870,959,746,488,502,103,60,298,137
8600000US07856,07856,ZCTA5 07856,2111,52,41,163,204,222,300,157,334,45,249,217,15,22,90
8600000US07857,07857,ZCTA5 07857,1800,88,54,144,248,62,161,180,130,180,159,171,0,99,124
8600000US07860,07860,ZCTA5 07860,12260,674,558,570,1206,1145,1796,1187,1490,699,742,468,153,891,681
8600000US07863,07863,ZCTA5 07863,1973,60,85,148,249,302,307,139,176,21,113,48,15,81,229
8600000US07865,07865,ZCTA5 07865,1148,30,51,42,85,271,152,151,95,137,45,23,18,24,24
8600000US07866,07866,ZCTA5 07866,10968,233,329,339,1005,1290,1740,1426,1614,759,797,217,263,447,509
8600000US07869,07869,ZCTA5 07869,12388,245,151,404,790,1157,2134,1604,2196,1092,1172,312,165,362,604
8600000US07870,07870,ZCTA5 07870,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0
8600000US07871,07871,ZCTA5 07871,9503,222,303,372,1271,1101,1388,1138,1427,693,514,194,68,402,410
8600000US07874,07874,ZCTA5 07874,4048,88,157,182,393,533,526,553,496,276,178,149,62,198,257
8600000US07876,07876,ZCTA5 07876,4860,100,125,287,566,748,572,685,687,258,180,191,19,223,219
8600000US07878,07878,ZCTA5 07878,332,0,0,0,17,34,17,58,86,68,0,34,0,18,0
8600000US07880,07880,ZCTA5 07880,210,0,0,0,29,27,0,87,37,30,0,0,0,0,0
8600000US07881,07881,ZCTA5 07881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US07882,07882,ZCTA5 07882,7581,354,389,550,873,976,1184,521,936,432,344,161,131,558,172
8600000US07885,07885,ZCTA5 07885,5133,266,55,322,685,365,499,792,831,382,382,201,2,144,207
8600000US07901,07901,ZCTA5 07901,10159,200,139,280,544,730,1653,1930,2023,817,854,302,115,183,389
8600000US07920,07920,ZCTA5 07920,11336,84,114,355,602,968,1602,1806,2166,1368,1014,221,224,397,415
8600000US07921,07921,ZCTA5 07921,4621,51,20,139,176,309,829,801,769,540,525,111,5,157,189
8600000US07922,07922,ZCTA5 07922,5718,202,146,129,284,562,853,950,1135,408,469,244,57,137,142
8600000US07924,07924,ZCTA5 07924,3565,16,0,40,309,264,593,794,635,410,321,67,57,16,43
8600000US07926,07926,ZCTA5 07926,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0
8600000US07927,07927,ZCTA5 07927,1959,18,45,41,63,170,199,283,414,268,110,35,27,95,191
8600000US07928,07928,ZCTA5 07928,8326,216,125,289,738,622,1281,1339,1363,767,764,237,132,200,253
8600000US07930,07930,ZCTA5 07930,3576,53,129,113,206,551,613,371,532,339,198,84,57,215,115
8600000US07931,07931,ZCTA5 07931,1351,13,6,31,40,147,382,201,208,87,142,30,0,53,11
8600000US07932,07932,ZCTA5 07932,4995,19,100,125,398,402,758,556,1214,641,349,72,60,179,122
8600000US07933,07933,ZCTA5 07933,1676,0,15,27,81,228,361,358,203,130,133,55,17,52,16
8600000US07934,07934,ZCTA5 07934,778,11,25,18,115,45,51,137,128,94,90,22,0,36,6
8600000US07935,07935,ZCTA5 07935,124,0,10,0,9,10,9,25,30,0,11,0,0,20,0
8600000US07936,07936,ZCTA5 07936,5254,64,131,109,334,258,869,787,684,675,505,189,70,298,281
8600000US07939,07939,ZCTA5 07939,12,0,0,0,0,0,6,0,0,0,6,0,0,0,0
8600000US07940,07940,ZCTA5 07940,7400,21,142,196,410,820,885,939,1295,777,941,169,80,449,276
8600000US07945,07945,ZCTA5 07945,3629,157,37,53,226,359,622,549,601,379,397,40,31,116,62
8600000US07946,07946,ZCTA5 07946,1634,36,5,58,75,202,210,254,205,327,83,46,14,23,96
8600000US07950,07950,ZCTA5 07950,8772,109,66,336,538,550,1019,1546,1698,1041,685,325,135,435,289
8600000US07960,07960,ZCTA5 07960,22955,306,612,597,1211,1782,4069,3243,3606,2846,1864,622,230,1280,687
8600000US07961,07961,ZCTA5 07961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US07970,07970,ZCTA5 07970,159,0,0,0,0,40,18,0,59,9,0,0,0,0,33
8600000US07974,07974,ZCTA5 07974,5092,56,17,20,374,662,910,741,1043,342,529,89,20,118,171
8600000US07976,07976,ZCTA5 07976,279,0,0,10,0,26,40,36,52,56,20,10,0,11,18
8600000US07977,07977,ZCTA5 07977,232,0,6,5,24,11,38,27,44,7,44,0,0,0,26
8600000US07979,07979,ZCTA5 07979,248,0,0,8,18,0,9,62,87,3,5,0,0,51,5
8600000US07980,07980,ZCTA5 07980,1000,16,0,21,32,112,126,188,118,43,174,66,50,33,21
8600000US07981,07981,ZCTA5 07981,4717,73,23,140,453,361,713,605,706,504,418,199,79,286,157
8600000US08001,08001,ZCTA5 08001,307,37,9,38,38,34,86,27,8,0,0,7,0,7,16
8600000US08002,08002,ZCTA5 08002,11377,348,196,486,923,916,1674,1550,1226,1158,781,399,294,597,829
8600000US08003,08003,ZCTA5 08003,14272,255,146,286,851,1287,1841,2416,2275,1654,1606,405,182,564,504
8600000US08004,08004,ZCTA5 08004,5987,227,170,359,776,672,900,518,641,374,411,135,0,374,430
8600000US08005,08005,ZCTA5 08005,9379,319,367,499,684,1219,1307,1194,845,484,591,307,180,525,858
8600000US08006,08006,ZCTA5 08006,96,2,2,0,11,18,14,4,19,2,11,5,8,0,0
8600000US08007,08007,ZCTA5 08007,2512,102,31,99,295,137,252,320,568,51,180,49,28,131,269
8600000US08008,08008,ZCTA5 08008,2149,76,25,74,163,194,315,258,374,177,271,76,29,59,58
8600000US08009,08009,ZCTA5 08009,5986,254,351,315,574,627,1002,726,527,346,421,171,22,267,383
8600000US08010,08010,ZCTA5 08010,5466,160,101,413,321,754,801,616,409,468,336,151,103,462,371
8600000US08011,08011,ZCTA5 08011,23,0,0,0,11,0,12,0,0,0,0,0,0,0,0
8600000US08012,08012,ZCTA5 08012,19560,663,596,873,1850,2050,3096,1869,1881,1187,1170,583,424,1551,1767
8600000US08014,08014,ZCTA5 08014,381,0,125,14,11,11,53,49,52,0,0,12,0,17,37
8600000US08015,08015,ZCTA5 08015,8703,356,285,410,1563,942,1284,814,498,435,310,133,40,803,830
8600000US08016,08016,ZCTA5 08016,16669,504,609,467,1544,2723,2620,1956,1703,826,942,410,162,933,1270
8600000US08019,08019,ZCTA5 08019,529,29,26,41,28,95,110,63,28,26,28,5,21,25,4
8600000US08020,08020,ZCTA5 08020,1002,15,52,62,107,73,233,184,62,47,52,51,0,17,47
8600000US08021,08021,ZCTA5 08021,20990,1189,854,1301,2360,2335,3040,1741,1943,840,749,790,263,1756,1829
8600000US08022,08022,ZCTA5 08022,4257,93,171,177,216,534,676,609,521,369,252,137,37,272,193
8600000US08023,08023,ZCTA5 08023,152,0,6,0,0,7,29,7,16,0,0,0,0,34,53
8600000US08026,08026,ZCTA5 08026,1072,31,22,64,110,109,132,116,132,50,59,60,22,100,65
8600000US08027,08027,ZCTA5 08027,2116,84,23,75,309,275,385,294,178,132,95,9,0,96,161
8600000US08028,08028,ZCTA5 08028,9096,340,376,423,867,1107,1276,907,894,435,540,197,84,708,942
8600000US08029,08029,ZCTA5 08029,2055,106,117,96,149,41,249,268,89,216,180,126,0,281,137
8600000US08030,08030,ZCTA5 08030,5900,418,183,269,494,566,884,918,431,416,408,102,134,250,427
8600000US08031,08031,ZCTA5 08031,5377,286,261,352,410,483,451,822,672,264,186,183,63,410,534
8600000US08033,08033,ZCTA5 08033,7362,114,154,183,514,498,1121,1282,1323,722,548,149,146,322,286
8600000US08034,08034,ZCTA5 08034,8711,349,225,177,477,723,1432,1458,1083,770,688,296,79,500,454
8600000US08035,08035,ZCTA5 08035,3629,32,48,106,278,404,584,566,461,316,319,104,26,175,210
8600000US08036,08036,ZCTA5 08036,3281,122,155,130,109,421,548,432,557,113,115,202,66,114,197
8600000US08037,08037,ZCTA5 08037,11178,522,513,574,1298,1059,1856,1140,1670,480,654,193,87,371,761
8600000US08038,08038,ZCTA5 08038,28,0,0,7,6,0,7,2,0,6,0,0,0,0,0
8600000US08039,08039,ZCTA5 08039,53,5,0,0,0,5,7,0,19,17,0,0,0,0,0
8600000US08041,08041,ZCTA5 08041,452,10,9,30,49,37,65,74,14,59,38,11,6,17,33
8600000US08042,08042,ZCTA5 08042,120,6,17,17,0,6,25,27,8,0,14,0,0,0,0
8600000US08043,08043,ZCTA5 08043,12568,289,308,378,908,1153,1818,2069,1871,1317,889,501,77,541,449
8600000US08045,08045,ZCTA5 08045,1103,40,20,84,100,25,158,151,79,110,48,69,11,139,69
8600000US08046,08046,ZCTA5 08046,14099,776,456,931,1537,1730,1620,1960,1258,830,425,360,6,1227,983
8600000US08048,08048,ZCTA5 08048,5839,213,137,160,475,581,890,1016,657,323,238,137,51,476,485
8600000US08049,08049,ZCTA5 08049,2965,126,93,176,237,393,340,410,450,193,138,89,10,143,167
8600000US08050,08050,ZCTA5 08050,11281,423,319,486,805,900,1814,1624,1418,956,744,414,174,759,445
8600000US08051,08051,ZCTA5 08051,5240,294,233,260,796,694,801,512,682,344,76,103,11,173,261
8600000US08052,08052,ZCTA5 08052,9831,396,279,334,741,1207,1351,1194,1449,648,693,218,127,586,608
8600000US08053,08053,ZCTA5 08053,23118,759,433,539,1756,2568,3716,2853,3365,2259,1857,860,202,1132,819
8600000US08054,08054,ZCTA5 08054,20635,371,349,618,1547,1816,3374,3147,3580,1548,1564,633,330,962,796
8600000US08055,08055,ZCTA5 08055,12772,283,243,530,899,1406,1552,1955,2029,1032,1065,391,138,621,628
8600000US08056,08056,ZCTA5 08056,2075,75,22,146,217,352,186,283,261,126,69,114,28,138,58
8600000US08057,08057,ZCTA5 08057,9655,194,171,226,812,903,1626,1091,1706,986,635,374,92,524,315
8600000US08059,08059,ZCTA5 08059,3066,48,91,224,245,268,399,452,420,127,140,102,34,255,261
8600000US08060,08060,ZCTA5 08060,11281,456,261,588,916,1215,1957,1388,1502,776,580,133,164,532,813
8600000US08061,08061,ZCTA5 08061,1475,78,40,47,103,77,372,164,136,52,75,0,17,74,240
8600000US08062,08062,ZCTA5 08062,8011,253,205,368,668,963,1296,963,1129,589,373,113,117,533,441
8600000US08063,08063,ZCTA5 08063,1463,62,47,54,59,155,362,166,155,35,99,23,23,105,118
8600000US08064,08064,ZCTA5 08064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US08065,08065,ZCTA5 08065,3839,72,51,234,430,405,589,417,518,131,211,201,4,263,313
8600000US08066,08066,ZCTA5 08066,3583,235,69,151,536,380,715,289,286,188,142,53,22,264,253
8600000US08067,08067,ZCTA5 08067,791,73,28,27,68,85,144,127,69,34,20,9,0,74,33
8600000US08068,08068,ZCTA5 08068,3423,95,233,224,266,394,597,312,253,166,272,54,36,343,178
8600000US08069,08069,ZCTA5 08069,5185,146,313,237,554,589,802,571,451,193,203,86,26,413,601
8600000US08070,08070,ZCTA5 08070,5760,400,324,281,619,512,796,1005,473,230,288,94,24,299,415
8600000US08071,08071,ZCTA5 08071,4399,181,203,170,327,508,682,543,464,288,196,109,33,195,500
8600000US08072,08072,ZCTA5 08072,129,0,22,4,0,0,34,24,14,0,0,0,0,5,26
8600000US08073,08073,ZCTA5 08073,110,15,0,0,0,0,0,29,38,0,0,0,0,28,0
8600000US08074,08074,ZCTA5 08074,17,0,0,0,6,0,0,0,0,0,0,0,0,0,11
8600000US08075,08075,ZCTA5 08075,14933,570,442,946,1469,1612,2435,1987,1594,730,850,340,181,789,988
8600000US08077,08077,ZCTA5 08077,9422,230,191,477,633,897,1308,1463,1522,624,649,326,91,539,472
8600000US08078,08078,ZCTA5 08078,3891,111,177,298,408,382,552,517,467,224,191,83,7,254,220
8600000US08079,08079,ZCTA5 08079,3860,208,214,217,536,337,441,477,486,112,142,36,45,287,322
8600000US08080,08080,ZCTA5 08080,18569,743,438,794,1611,1932,3057,2469,2053,1186,1215,392,325,1113,1241
8600000US08081,08081,ZCTA5 08081,24657,1300,973,1319,2711,2632,3260,2302,2443,1479,1237,676,338,1634,2353
8600000US08083,08083,ZCTA5 08083,5307,210,195,352,553,430,766,811,543,266,284,77,32,424,364
8600000US08084,08084,ZCTA5 08084,3543,131,57,269,202,290,426,526,567,259,181,49,90,227,269
8600000US08085,08085,ZCTA5 08085,9766,510,408,447,668,1007,1523,1685,1066,586,595,238,15,384,634
8600000US08086,08086,ZCTA5 08086,4033,148,150,208,318,377,630,491,568,140,351,117,54,177,304
8600000US08087,08087,ZCTA5 08087,10273,313,424,696,1228,879,1441,1163,1253,626,511,214,150,730,645
8600000US08088,08088,ZCTA5 08088,10793,340,338,835,1049,1226,1610,1045,1135,616,617,333,220,684,745
8600000US08089,08089,ZCTA5 08089,1856,94,176,31,197,256,304,167,168,101,58,34,13,155,102
8600000US08090,08090,ZCTA5 08090,4053,137,208,179,491,418,634,368,444,191,349,96,33,349,156
8600000US08091,08091,ZCTA5 08091,2578,36,65,99,141,338,276,189,283,358,147,112,81,188,265
8600000US08092,08092,ZCTA5 08092,1504,76,97,52,83,141,198,197,130,121,36,152,36,94,91
8600000US08093,08093,ZCTA5 08093,4591,341,195,241,594,291,612,430,363,291,247,178,35,437,336
8600000US08094,08094,ZCTA5 08094,18266,960,792,1237,1880,2024,2653,1967,1589,880,1477,331,278,781,1417
8600000US08095,08095,ZCTA5 08095,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US08096,08096,ZCTA5 08096,17001,648,682,788,1325,1569,2559,2103,2084,950,1167,629,233,1124,1140
8600000US08097,08097,ZCTA5 08097,1462,112,24,32,111,137,255,179,178,69,129,13,21,106,96
8600000US08098,08098,ZCTA5 08098,4323,193,137,329,455,438,703,621,481,170,174,141,34,192,255
8600000US08102,08102,ZCTA5 08102,2214,128,129,16,264,246,348,132,133,92,177,36,11,242,260
8600000US08103,08103,ZCTA5 08103,4018,304,106,258,211,220,638,367,447,229,202,127,26,470,413
8600000US08104,08104,ZCTA5 08104,7263,400,296,463,563,387,1006,966,794,429,192,422,81,682,582
8600000US08105,08105,ZCTA5 08105,10867,416,618,671,757,838,1697,638,1514,304,645,441,318,1224,786
8600000US08106,08106,ZCTA5 08106,5183,179,131,185,303,501,781,732,731,360,359,192,91,304,334
8600000US08107,08107,ZCTA5 08107,6570,74,115,407,504,525,794,1178,1000,451,487,144,135,367,389
8600000US08108,08108,ZCTA5 08108,9760,73,140,300,679,1059,1496,1500,1636,720,749,339,130,395,544
8600000US08109,08109,ZCTA5 08109,10762,274,280,373,1090,1237,1507,1668,1485,539,644,200,85,668,712
8600000US08110,08110,ZCTA5 08110,8387,377,428,557,560,875,1124,1123,1045,337,397,344,146,588,486
8600000US08201,08201,ZCTA5 08201,4715,235,93,78,354,308,688,417,730,372,397,182,76,398,387
8600000US08202,08202,ZCTA5 08202,509,0,11,22,55,11,90,41,83,62,55,16,2,35,26
8600000US08203,08203,ZCTA5 08203,4060,141,56,146,213,276,647,359,471,384,306,180,228,267,386
8600000US08204,08204,ZCTA5 08204,8585,165,246,322,486,920,1132,1200,1266,621,649,322,113,611,532
8600000US08205,08205,ZCTA5 08205,13255,249,254,397,743,752,1100,1525,1982,734,1379,421,539,1198,1982
8600000US08210,08210,ZCTA5 08210,7360,208,111,183,677,973,700,1211,1146,461,575,285,112,334,384
8600000US08212,08212,ZCTA5 08212,30,2,0,0,0,1,3,2,6,5,3,2,1,4,1
8600000US08215,08215,ZCTA5 08215,6119,206,192,367,519,577,943,802,764,189,349,231,57,420,503
8600000US08217,08217,ZCTA5 08217,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0
8600000US08221,08221,ZCTA5 08221,3224,95,32,44,148,226,345,392,494,341,383,123,26,283,292
8600000US08223,08223,ZCTA5 08223,1994,9,36,56,133,187,337,250,223,218,227,87,7,93,131
8600000US08224,08224,ZCTA5 08224,245,9,4,11,68,3,46,31,4,11,14,7,0,13,24
8600000US08225,08225,ZCTA5 08225,4022,75,69,84,226,259,774,538,535,334,251,100,76,362,339
8600000US08226,08226,ZCTA5 08226,4476,82,114,228,191,433,744,457,577,341,540,163,85,271,250
8600000US08230,08230,ZCTA5 08230,2440,10,21,45,183,202,447,380,406,208,189,45,25,108,171
8600000US08232,08232,ZCTA5 08232,8472,298,179,262,412,393,720,781,973,534,900,164,175,1305,1376
8600000US08234,08234,ZCTA5 08234,19961,705,434,496,1276,1511,3478,2333,2154,1192,1357,700,465,1776,2084
8600000US08240,08240,ZCTA5 08240,964,0,0,0,2,5,6,91,43,70,54,51,43,346,253
8600000US08241,08241,ZCTA5 08241,498,0,30,12,53,15,81,89,55,43,34,16,5,32,33
8600000US08242,08242,ZCTA5 08242,1256,67,44,74,117,84,100,274,100,184,72,0,16,95,29
8600000US08243,08243,ZCTA5 08243,650,29,33,34,60,52,81,48,109,32,70,10,0,27,65
8600000US08244,08244,ZCTA5 08244,5242,179,159,91,297,391,650,674,658,329,446,176,117,548,527
8600000US08246,08246,ZCTA5 08246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US08247,08247,ZCTA5 08247,354,17,10,2,9,10,66,16,54,27,63,30,13,20,17
8600000US08248,08248,ZCTA5 08248,83,0,0,0,0,0,0,0,38,0,36,0,0,0,9
8600000US08251,08251,ZCTA5 08251,4300,110,216,213,164,572,585,573,312,240,381,65,29,485,355
8600000US08260,08260,ZCTA5 08260,4769,186,48,117,172,215,772,601,612,409,481,257,155,477,267
8600000US08270,08270,ZCTA5 08270,3635,96,65,111,316,294,553,488,509,307,344,89,31,167,265
8600000US08302,08302,ZCTA5 08302,16443,1253,795,815,2097,1499,2339,1738,1461,602,432,318,181,1288,1625
8600000US08310,08310,ZCTA5 08310,441,59,35,40,58,36,67,16,11,33,8,7,0,60,11
8600000US08311,08311,ZCTA5 08311,1063,13,45,60,108,95,105,115,133,42,39,4,44,134,126
8600000US08312,08312,ZCTA5 08312,3735,177,132,143,397,500,466,431,579,206,45,25,81,276,277
8600000US08314,08314,ZCTA5 08314,211,0,0,4,43,32,22,0,0,10,0,0,22,21,57
8600000US08316,08316,ZCTA5 08316,72,0,0,15,0,5,0,28,0,0,9,0,0,15,0
8600000US08317,08317,ZCTA5 08317,695,52,14,36,73,48,114,45,95,91,16,2,0,28,81
